,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,TYPHOON NAME,CLASS,LAT,LON,CENTRAL PRESSURE,MAX WINDSPEED,50KT MAJORAXIS DIRECTION,50KT MAJORAXIS,50KT MINORAXIS,30KT MAJORAXIS DIRECTION,30KT MAJORAXIS,30KT MINORAXIS,LANDING,Datetime,unixtime
0,2013,1,1,0,1301,SONAMU,2,4.1,141.7,1006,0,0,0,0,0,0,0,0,2013-01-01 00:00:00,1356998400
1,2013,1,1,6,1301,SONAMU,2,4.4,139.5,1004,0,0,0,0,0,0,0,0,2013-01-01 06:00:00,1357020000
2,2013,1,1,12,1301,SONAMU,2,4.6,137.2,1006,0,0,0,0,0,0,0,0,2013-01-01 12:00:00,1357041600
3,2013,1,1,18,1301,SONAMU,2,5.3,135.0,1006,0,0,0,0,0,0,0,0,2013-01-01 18:00:00,1357063200
4,2013,1,2,0,1301,SONAMU,2,6.1,132.6,1006,0,0,0,0,0,0,0,0,2013-01-02 00:00:00,1357084800
5,2013,1,2,6,1301,SONAMU,2,6.7,130.4,1004,0,0,0,0,0,0,0,0,2013-01-02 06:00:00,1357106400
6,2013,1,2,12,1301,SONAMU,2,7.4,128.4,1006,0,0,0,0,0,0,0,0,2013-01-02 12:00:00,1357128000
7,2013,1,2,18,1301,SONAMU,2,8.0,126.2,1004,0,0,0,0,0,0,0,0,2013-01-02 18:00:00,1357149600
8,2013,1,3,0,1301,SONAMU,2,8.4,123.7,1006,0,0,0,0,0,0,0,0,2013-01-03 00:00:00,1357171200
9,2013,1,3,6,1301,SONAMU,2,8.4,121.6,1004,0,0,0,0,0,0,0,0,2013-01-03 06:00:00,1357192800
10,2013,1,3,12,1301,SONAMU,3,8.6,119.6,1002,35,0,0,0,9,90,90,0,2013-01-03 12:00:00,1357214400
11,2013,1,3,18,1301,SONAMU,3,8.5,117.9,1002,35,0,0,0,7,120,90,0,2013-01-03 18:00:00,1357236000
12,2013,1,4,0,1301,SONAMU,3,8.4,116.2,1002,35,0,0,0,7,120,90,0,2013-01-04 00:00:00,1357257600
13,2013,1,4,6,1301,SONAMU,3,8.2,115.4,998,40,0,0,0,7,120,90,0,2013-01-04 06:00:00,1357279200
14,2013,1,4,12,1301,SONAMU,3,8.1,114.2,996,40,0,0,0,7,120,90,0,2013-01-04 12:00:00,1357300800
15,2013,1,4,18,1301,SONAMU,3,8.0,113.0,992,45,0,0,0,7,120,90,0,2013-01-04 18:00:00,1357322400
16,2013,1,5,0,1301,SONAMU,4,7.9,112.2,990,50,0,0,0,7,120,90,0,2013-01-05 00:00:00,1357344000
17,2013,1,5,6,1301,SONAMU,4,7.7,111.6,990,50,0,0,0,7,140,90,0,2013-01-05 06:00:00,1357365600
18,2013,1,5,12,1301,SONAMU,4,7.5,111.1,990,50,0,0,0,7,150,90,0,2013-01-05 12:00:00,1357387200
19,2013,1,5,18,1301,SONAMU,4,7.3,110.4,990,50,0,0,0,7,150,90,0,2013-01-05 18:00:00,1357408800
20,2013,1,6,0,1301,SONAMU,4,7.3,109.9,990,50,0,0,0,7,140,90,0,2013-01-06 00:00:00,1357430400
21,2013,1,6,6,1301,SONAMU,3,7.2,109.3,994,45,0,0,0,7,120,90,0,2013-01-06 06:00:00,1357452000
22,2013,1,6,12,1301,SONAMU,3,7.1,108.8,994,45,0,0,0,7,120,90,0,2013-01-06 12:00:00,1357473600
23,2013,1,6,18,1301,SONAMU,3,6.9,108.3,994,45,0,0,0,7,120,90,0,2013-01-06 18:00:00,1357495200
24,2013,1,7,0,1301,SONAMU,3,6.5,108.1,994,45,0,0,0,7,120,90,0,2013-01-07 00:00:00,1357516800
25,2013,1,7,6,1301,SONAMU,3,6.2,108.1,996,40,0,0,0,7,120,90,0,2013-01-07 06:00:00,1357538400
26,2013,1,7,12,1301,SONAMU,3,6.0,108.2,998,35,0,0,0,7,120,90,0,2013-01-07 12:00:00,1357560000
27,2013,1,7,18,1301,SONAMU,3,5.8,108.2,1000,35,0,0,0,7,120,90,0,2013-01-07 18:00:00,1357581600
28,2013,1,8,0,1301,SONAMU,2,5.6,108.5,1004,0,0,0,0,0,0,0,0,2013-01-08 00:00:00,1357603200
29,2013,1,8,6,1301,SONAMU,2,5.4,109.0,1006,0,0,0,0,0,0,0,0,2013-01-08 06:00:00,1357624800
30,2013,1,8,12,1301,SONAMU,2,5.0,109.4,1008,0,0,0,0,0,0,0,0,2013-01-08 12:00:00,1357646400
31,2013,1,8,18,1301,SONAMU,2,4.6,109.8,1006,0,0,0,0,0,0,0,0,2013-01-08 18:00:00,1357668000
32,2013,1,9,0,1301,SONAMU,2,4.3,110.4,1006,0,0,0,0,0,0,0,0,2013-01-09 00:00:00,1357689600
33,2013,1,9,6,1301,SONAMU,2,4.0,110.7,1006,0,0,0,0,0,0,0,0,2013-01-09 06:00:00,1357711200
34,2013,1,9,12,1301,SONAMU,2,3.6,111.2,1006,0,0,0,0,0,0,0,0,2013-01-09 12:00:00,1357732800
35,2013,1,9,18,1301,SONAMU,2,3.2,111.5,1006,0,0,0,0,0,0,0,0,2013-01-09 18:00:00,1357754400
36,2013,1,10,0,1301,SONAMU,2,3.3,112.0,1008,0,0,0,0,0,0,0,0,2013-01-10 00:00:00,1357776000
37,2013,2,18,6,1302,SHANSHAN,2,5.0,131.0,1002,0,0,0,0,0,0,0,0,2013-02-18 06:00:00,1361167200
